epoch,learningRate,trainAcc,testAcc,loss
524,0.005491021,99.65217391,83.42760181,1.21E-07
525,0.005491021,99.65217391,83.42760181,1.17E-07
526,0.005491021,99.69565217,83.42760181,1.13E-07
527,0.005491021,99.65217391,83.42760181,1.13E-07
528,0.005491021,99.65217391,83.42760181,1.21E-07
529,0.005491021,99.69565217,83.42760181,2.17E-07
530,0.005491021,99.65217391,83.37104072,1.09E-07
531,0.005491021,98.86956522,83.4841629,2.41E-07
532,0.005491021,99.65217391,83.31447964,1.01E-07
533,0.005491021,99.65217391,83.31447964,1.21E-07
534,0.005491021,99.65217391,83.31447964,1.17E-07
535,0.005491021,99.65217391,83.42760181,1.09E-07
536,0.005491021,99.65217391,83.42760181,9.72E-08
537,0.005491021,99.65217391,83.42760181,8.91E-08
538,0.005491021,99.69565217,83.42760181,9.72E-08
539,0.005491021,99.65217391,83.42760181,9.72E-08
540,0.005491021,99.65217391,83.37104072,8.91E-08
541,0.005491021,99.65217391,83.31447964,9.31E-08
542,0.005491021,99.65217391,83.37104072,8.50E-08
543,0.005491021,99.69565217,83.31447964,8.50E-08
544,0.005491021,99.65217391,83.31447964,1.01E-07
545,0.005491021,99.65217391,83.31447964,7.69E-08
546,0.005491021,99.65217391,83.31447964,7.69E-08
547,0.005491021,99.73913043,83.31447964,8.91E-08
548,0.005491021,99.73913043,83.31447964,8.10E-08
549,0.005491021,99.7826087,83.31447964,7.29E-08
550,0.005491021,99.73913043,83.31447964,8.91E-08
551,0.005491021,99.82608696,83.31447964,8.50E-08
552,0.005491021,99.73913043,83.31447964,7.29E-08
553,0.005491021,99.82608696,83.31447964,6.88E-08
554,0.005491021,99.82608696,83.31447964,7.69E-08
555,0.005491021,99.82608696,83.31447964,6.48E-08
556,0.005491021,99.82608696,83.25791855,7.29E-08
557,0.005491021,99.82608696,83.25791855,8.10E-08
558,0.005491021,99.82608696,83.25791855,6.48E-08
559,0.005491021,99.82608696,83.20135747,7.29E-08
560,0.005491021,99.82608696,83.25791855,7.29E-08
561,0.005491021,99.82608696,83.20135747,6.48E-08
562,0.005491021,99.82608696,83.20135747,7.69E-08
563,0.005491021,99.82608696,83.25791855,6.48E-08
564,0.005491021,99.82608696,83.20135747,6.48E-08
565,0.005491021,99.82608696,83.20135747,6.48E-08
566,0.005491021,99.82608696,83.20135747,6.48E-08
567,0.005491021,99.82608696,83.20135747,5.26E-08
568,0.005491021,99.82608696,83.20135747,6.48E-08
569,0.005491021,99.82608696,83.20135747,6.48E-08
570,0.005491021,99.82608696,83.20135747,6.48E-08
571,0.005491021,99.82608696,83.20135747,4.86E-08
572,0.005491021,99.82608696,83.20135747,5.67E-08
573,0.005491021,99.82608696,83.20135747,4.86E-08
574,0.005491021,99.82608696,83.20135747,5.26E-08
575,0.005491021,99.82608696,83.20135747,5.26E-08
576,0.005491021,99.82608696,83.20135747,4.45E-08
577,0.005491021,99.91304348,83.20135747,4.86E-08
578,0.005491021,99.82608696,83.20135747,6.07E-08
579,0.005491021,99.82608696,83.20135747,4.45E-08
580,0.005491021,99.91304348,83.20135747,4.05E-08
581,0.005491021,99.91304348,83.20135747,4.05E-08
582,0.005491021,99.91304348,83.20135747,3.64E-08
583,0.005491021,99.91304348,83.20135747,5.26E-08
584,0.005491021,99.91304348,83.20135747,3.64E-08
585,0.005491021,99.91304348,83.20135747,3.64E-08
586,0.005491021,99.91304348,83.20135747,4.45E-08
587,0.005491021,99.91304348,83.20135747,3.64E-08
588,0.005491021,99.91304348,83.20135747,3.64E-08
589,0.005491021,99.91304348,83.20135747,3.64E-08
590,0.005491021,99.91304348,83.20135747,3.64E-08
591,0.005491021,99.91304348,83.20135747,5.26E-08
592,0.005491021,99.91304348,83.20135747,2.83E-08
593,0.005491021,99.91304348,83.20135747,4.45E-08
594,0.005491021,99.91304348,83.20135747,3.64E-08
595,0.005491021,99.91304348,83.20135747,2.83E-08
596,0.005491021,99.91304348,83.20135747,4.45E-08
597,0.005491021,99.91304348,83.20135747,2.83E-08
598,0.005491021,99.91304348,83.20135747,4.45E-08
599,0.005491021,99.91304348,83.20135747,2.83E-08
0,0.005491021,71.82608696,76.24434389,101
1,0.005491021,72.52173913,76.24434389,47.4078641
2,0.005491021,73.34782609,78.50678733,41.44065587
3,0.005491021,73.30434783,82.97511312,37.97833505
4,0.005491021,71.86956522,77.31900452,35.88126386
5,0.005491021,72.47826087,83.37104072,32.21597101
6,0.005491021,74.2173913,78.33710407,24.47914504
7,0.005491021,72.56521739,73.13348416,30.16753845
8,0.005491021,74.13043478,84.10633484,31.91709667
9,0.005491021,74.04347826,83.42760181,25.56509518
10,0.005491021,73.43478261,83.71040724,21.86942324
11,0.005491021,73.43478261,79.63800905,23.22276416
12,0.005491021,73.34782609,83.82352941,23.18604452
13,0.005491021,72.86956522,75.3959276,15.8644892
14,0.005491021,72.91304348,84.21945701,17.3532232
15,0.005491021,74.7826087,83.82352941,16.94281723
16,0.005491021,73.08695652,83.59728507,14.74144851
17,0.005491021,71.34782609,81.10859729,13.7533821
18,0.005491021,73.60869565,84.21945701,17.43612905
19,0.005491021,72.95652174,82.52262443,17.14533072
20,0.005491021,72.47826087,83.31447964,12.91350923
21,0.005491021,75.30434783,81.4479638,10.16299423
22,0.005491021,75.47826087,83.08823529,11.55431584
23,0.005491021,73.86956522,84.16289593,9.92159311
24,0.005491021,73.73913043,82.239819,7.516942195
25,0.005491021,75.04347826,83.54072398,6.141500707
26,0.005491021,75,82.97511312,6.884341825
27,0.005491021,74.47826087,83.65384615,9.380236365
28,0.005491021,73.95652174,82.01357466,9.06503982
29,0.005491021,73.56521739,83.54072398,9.398409178
30,0.005491021,74,84.44570136,5.138427829
31,0.005491021,72.39130435,83.59728507,7.394672639
32,0.005491021,74.08695652,83.76696833,7.356393632
33,0.005491021,73,83.82352941,5.060526887
34,0.005491021,75.13043478,80.42986425,8.90094795
35,0.005491021,74.65217391,83.4841629,6.446580931
36,0.005491021,74.34782609,83.4841629,5.155354983
37,0.005491021,74.2173913,81.95701357,9.695055567
38,0.005491021,72.65217391,83.76696833,7.404891644
39,0.005491021,73.34782609,83.14479638,6.217527933
40,0.005491021,75.04347826,83.76696833,5.404845139
41,0.005491021,75.13043478,82.91855204,3.19320601
42,0.005491021,74.95652174,83.14479638,9.640959232
43,0.005491021,73.73913043,81.56108597,12.59853519
44,0.005491021,74.7826087,82.01357466,6.371957015
45,0.005491021,74.52173913,79.97737557,7.916345148
46,0.005491021,74,82.07013575,6.602657837
47,0.005491021,75.2173913,80.31674208,2.69048564
48,0.005491021,75.82608696,83.4841629,5.600226916
49,0.005491021,76,77.65837104,5.505858558
50,0.005491021,75.65217391,83.42760181,20.7054746
51,0.005491021,73.34782609,82.69230769,9.661561996
52,0.005491021,75.08695652,79.41176471,9.567718308
53,0.005491021,74.17391304,81.27828054,6.44675394
54,0.005491021,75.60869565,84.72850679,5.732006394
55,0.005491021,73.82608696,82.52262443,3.7050827
56,0.005491021,75.60869565,82.239819,2.723201708
57,0.005491021,74.69565217,82.52262443,1.587209515
58,0.005491021,76.52173913,81.50452489,2.229487131
59,0.005491021,75.86956522,83.08823529,3.811503888
60,0.005491021,74,82.29638009,1.410307625
61,0.005491021,77.34782609,83.20135747,1.225853128
62,0.005491021,76.86956522,82.86199095,0.997955993
63,0.005491021,76.73913043,82.86199095,1.130871198
64,0.005491021,77.56521739,82.63574661,0.734123542
65,0.005491021,76.86956522,82.80542986,0.62451118
66,0.005491021,77.82608696,82.91855204,0.193100924
67,0.005491021,79.2173913,82.86199095,0.051895289
68,0.005491021,80.82608696,82.97511312,0.535572629
69,0.005491021,80.60869565,82.18325792,2.466917136
70,0.005491021,77.47826087,82.35294118,1.192674467
71,0.005491021,79.95652174,83.08823529,0.297418213
72,0.005491021,77.86956522,82.57918552,0.325725564
73,0.005491021,79.73913043,82.40950226,0.063707399
74,0.005491021,81.7826087,82.69230769,0.021993929
75,0.005491021,82.08695652,82.69230769,0.014752497
76,0.005491021,83,82.63574661,0.011737171
77,0.005491021,82.60869565,82.57918552,0.009462479
78,0.005491021,84.95652174,82.63574661,0.008148097
79,0.005491021,85.47826087,82.52262443,0.007305539
80,0.005491021,84.34782609,82.52262443,0.005738259
81,0.005491021,85.17391304,82.57918552,0.005135004
82,0.005491021,85.39130435,82.57918552,0.004552065
83,0.005491021,86.56521739,82.57918552,0.004145102
84,0.005491021,86.34782609,82.52262443,0.003796408
85,0.005491021,87.30434783,82.52262443,0.003423237
86,0.005491021,86.65217391,82.46606335,0.003455121
87,0.005491021,87.60869565,82.46606335,0.003021569
88,0.005491021,87.17391304,82.40950226,0.002714695
89,0.005491021,88.2173913,82.40950226,0.002545306
90,0.005491021,88.17391304,82.35294118,0.002355581
91,0.005491021,88.60869565,82.40950226,0.002134523
92,0.005491021,88.13043478,82.40950226,0.002185862
93,0.005491021,89.17391304,82.40950226,0.001786974
94,0.005491021,88.26086957,82.35294118,0.00158506
95,0.005491021,90.95652174,82.29638009,0.000974184
96,0.005491021,92.30434783,82.35294118,0.000568734
97,0.005491021,93.30434783,82.29638009,0.000410202
98,0.005491021,93.26086957,82.63574661,0.000321065
99,0.005491021,94.52173913,82.63574661,0.000264678
100,0.005491021,93.82608696,82.69230769,0.000247349
101,0.005491021,95.56521739,82.69230769,0.000231166
102,0.005491021,95.56521739,82.63574661,0.000232
103,0.005491021,95.82608696,82.74886878,0.000216652
104,0.005491021,95.82608696,82.69230769,0.000203643
105,0.005491021,95.91304348,82.69230769,0.000201097
106,0.005491021,95.17391304,82.63574661,0.000204472
107,0.005491021,95.30434783,82.69230769,0.000202939
108,0.005491021,96.17391304,82.69230769,0.00018583
109,0.005491021,96,82.69230769,0.000181242
110,0.005491021,96,82.69230769,0.000174122
111,0.005491021,96.04347826,82.63574661,0.000174384
112,0.005491021,96.34782609,82.69230769,0.000170107
113,0.005491021,96.47826087,82.69230769,0.000168253
114,0.005491021,96.56521739,82.69230769,0.000166863
115,0.005491021,96.43478261,82.63574661,0.00016686
116,0.005491021,96.39130435,82.63574661,0.000157294
117,0.005491021,96.69565217,82.69230769,0.000158631
118,0.005491021,96.69565217,82.63574661,0.000150539
119,0.005491021,96.65217391,82.57918552,0.000146882
120,0.005491021,96.69565217,82.57918552,0.000147554
121,0.005491021,96.65217391,82.57918552,0.000147377
122,0.005491021,96.56521739,82.63574661,0.000139588
123,0.005491021,96.65217391,82.63574661,0.000144257
124,0.005491021,96.69565217,82.57918552,0.000135298
125,0.005491021,96.7826087,82.63574661,0.000135987
126,0.005491021,95.91304348,82.57918552,0.000136909
127,0.005491021,96.82608696,82.57918552,0.000130215
128,0.005491021,95.86956522,82.57918552,0.000126032
129,0.005491021,96.82608696,82.57918552,0.000126241
130,0.005491021,96.86956522,82.69230769,0.000126589
131,0.005491021,96.73913043,82.57918552,0.000126602
132,0.005491021,97,82.57918552,0.000118265
133,0.005491021,97,82.57918552,0.000117268
134,0.005491021,97.13043478,82.63574661,0.000117065
135,0.005491021,97.60869565,82.57918552,9.06E-05
136,0.005491021,97.86956522,82.57918552,7.90E-05
137,0.005491021,98.47826087,82.86199095,6.59E-05
138,0.005491021,98.56521739,82.80542986,5.32E-05
139,0.005491021,98.52173913,82.74886878,4.63E-05
140,0.005491021,98.65217391,82.74886878,4.11E-05
141,0.005491021,98.7826087,82.80542986,3.64E-05
142,0.005491021,98.69565217,82.80542986,3.28E-05
143,0.005491021,98.7826087,82.80542986,2.90E-05
144,0.005491021,98.86956522,82.80542986,2.68E-05
145,0.005491021,99.04347826,82.86199095,2.45E-05
146,0.005491021,99.04347826,82.86199095,2.50E-05
147,0.005491021,99.2173913,82.80542986,2.07E-05
148,0.005491021,99.30434783,82.74886878,1.94E-05
149,0.005491021,99.39130435,82.86199095,1.83E-05
150,0.005491021,99.47826087,82.74886878,1.69E-05
151,0.005491021,99.52173913,82.80542986,1.60E-05
152,0.005491021,99.52173913,82.74886878,1.50E-05
153,0.005491021,99.56521739,82.69230769,1.42E-05
154,0.005491021,99.47826087,82.74886878,1.35E-05
155,0.005491021,99.47826087,82.69230769,1.30E-05
156,0.005491021,99.47826087,82.69230769,1.21E-05
157,0.005491021,99.52173913,82.69230769,1.16E-05
158,0.005491021,99.56521739,82.69230769,1.10E-05
159,0.005491021,99.52173913,82.57918552,1.05E-05
160,0.005491021,99.52173913,82.69230769,9.97E-06
161,0.005491021,99.47826087,82.69230769,9.47E-06
162,0.005491021,99.56521739,82.69230769,9.09E-06
163,0.005491021,99.56521739,82.69230769,8.73E-06
164,0.005491021,99.56521739,82.63574661,8.36E-06
165,0.005491021,99.56521739,82.57918552,8.03E-06
166,0.005491021,99.56521739,82.63574661,7.70E-06
167,0.005491021,99.60869565,82.57918552,7.43E-06
168,0.005491021,99.60869565,82.63574661,7.09E-06
169,0.005491021,99.60869565,82.57918552,6.89E-06
170,0.005491021,99.56521739,82.63574661,6.61E-06
171,0.005491021,99.56521739,82.63574661,6.37E-06
172,0.005491021,99.56521739,82.63574661,6.20E-06
173,0.005491021,99.65217391,82.63574661,5.93E-06
174,0.005491021,99.65217391,82.63574661,5.75E-06
175,0.005491021,99.65217391,82.63574661,5.55E-06
176,0.005491021,99.65217391,82.63574661,5.37E-06
177,0.005491021,99.65217391,82.63574661,5.20E-06
178,0.005491021,99.69565217,82.63574661,5.17E-06
179,0.005491021,99.69565217,82.63574661,4.89E-06
180,0.005491021,99.69565217,82.63574661,4.75E-06
181,0.005491021,99.65217391,82.63574661,4.58E-06
182,0.005491021,99.65217391,82.63574661,4.43E-06
183,0.005491021,99.65217391,82.63574661,4.32E-06
184,0.005491021,99.69565217,82.63574661,4.17E-06
185,0.005491021,99.65217391,82.63574661,4.09E-06
186,0.005491021,99.65217391,82.63574661,3.95E-06
187,0.005491021,99.73913043,82.63574661,3.84E-06
188,0.005491021,99.86956522,82.63574661,3.74E-06
189,0.005491021,99.73913043,82.63574661,3.64E-06
190,0.005491021,99.65217391,82.57918552,3.59E-06
191,0.005491021,99.65217391,82.57918552,3.47E-06
192,0.005491021,99.65217391,82.57918552,3.48E-06
193,0.005491021,99.73913043,82.57918552,3.58E-06
194,0.005491021,99.82608696,82.63574661,3.19E-06
195,0.005491021,99.82608696,82.63574661,3.10E-06
196,0.005491021,99.82608696,82.63574661,3.03E-06
197,0.005491021,99.82608696,82.63574661,2.95E-06
198,0.005491021,99.82608696,82.63574661,2.90E-06
199,0.005491021,99.82608696,82.63574661,2.81E-06
200,0.005491021,99.82608696,82.63574661,2.84E-06
201,0.005491021,99.82608696,82.63574661,2.67E-06
202,0.005491021,99.82608696,82.63574661,2.82E-06
203,0.005491021,99.82608696,82.63574661,2.56E-06
204,0.005491021,99.82608696,82.63574661,2.50E-06
205,0.005491021,99.91304348,82.63574661,2.44E-06
206,0.005491021,99.91304348,82.63574661,2.37E-06
207,0.005491021,99.91304348,82.63574661,2.31E-06
208,0.005491021,99.91304348,82.63574661,2.25E-06
209,0.005491021,99.91304348,82.63574661,2.17E-06
210,0.005491021,99.91304348,82.63574661,2.14E-06
211,0.005491021,99.91304348,82.63574661,2.09E-06
212,0.005491021,99.91304348,82.63574661,2.05E-06
213,0.005491021,99.91304348,82.63574661,2.00E-06
214,0.005491021,99.91304348,82.63574661,1.98E-06
215,0.005491021,99.91304348,82.63574661,1.94E-06
216,0.005491021,99.91304348,82.63574661,1.90E-06
217,0.005491021,99.91304348,82.63574661,1.88E-06
218,0.005491021,99.91304348,82.63574661,1.82E-06
219,0.005491021,99.91304348,82.63574661,1.80E-06
220,0.005491021,99.91304348,82.63574661,1.75E-06
221,0.005491021,99.91304348,82.63574661,1.70E-06
222,0.005491021,99.91304348,82.63574661,1.68E-06
223,0.005491021,99.91304348,82.63574661,1.64E-06
224,0.005491021,99.91304348,82.63574661,3.05E-06
225,0.005491021,99.91304348,82.63574661,1.54E-06
226,0.005491021,99.91304348,82.63574661,1.52E-06
227,0.005491021,99.91304348,82.63574661,1.48E-06
228,0.005491021,99.91304348,82.63574661,1.45E-06
229,0.005491021,99.91304348,82.63574661,1.43E-06
230,0.005491021,99.91304348,82.63574661,1.40E-06
231,0.005491021,99.91304348,82.63574661,1.37E-06
232,0.005491021,99.91304348,82.63574661,1.36E-06
233,0.005491021,99.91304348,82.63574661,1.33E-06
234,0.005491021,99.91304348,82.63574661,1.30E-06
235,0.005491021,99.91304348,82.63574661,1.27E-06
236,0.005491021,99.91304348,82.63574661,1.26E-06
237,0.005491021,99.91304348,82.69230769,1.23E-06
238,0.005491021,99.91304348,82.69230769,1.22E-06
239,0.005491021,99.91304348,82.69230769,1.18E-06
240,0.005491021,99.91304348,82.69230769,1.17E-06
241,0.005491021,99.91304348,82.69230769,1.16E-06
242,0.005491021,99.91304348,82.63574661,1.14E-06
243,0.005491021,99.91304348,82.63574661,1.13E-06
244,0.005491021,99.91304348,82.63574661,1.10E-06
245,0.005491021,99.91304348,82.63574661,1.08E-06
246,0.005491021,99.91304348,82.69230769,1.06E-06
247,0.005491021,99.91304348,82.69230769,1.03E-06
248,0.005491021,99.91304348,82.69230769,1.02E-06
249,0.005491021,99.91304348,82.69230769,9.96E-07
250,0.005491021,99.91304348,82.69230769,9.72E-07
251,0.005491021,99.91304348,82.69230769,9.52E-07
252,0.005491021,99.91304348,82.69230769,9.31E-07
253,0.005491021,99.91304348,82.69230769,9.31E-07
254,0.005491021,99.91304348,82.69230769,9.15E-07
255,0.005491021,99.91304348,82.69230769,8.95E-07
256,0.005491021,99.91304348,82.69230769,8.87E-07
257,0.005491021,99.91304348,82.69230769,8.58E-07
258,0.005491021,99.91304348,82.69230769,8.42E-07
259,0.005491021,99.91304348,82.69230769,8.18E-07
260,0.005491021,99.91304348,82.57918552,8.10E-07
261,0.005491021,99.91304348,82.57918552,8.02E-07
262,0.005491021,99.91304348,82.63574661,7.94E-07
263,0.005491021,99.91304348,82.69230769,7.82E-07
264,0.005491021,99.91304348,82.69230769,7.57E-07
265,0.005491021,99.91304348,82.69230769,7.41E-07
266,0.005491021,99.91304348,82.69230769,7.29E-07
267,0.005491021,99.91304348,82.69230769,7.21E-07
268,0.005491021,99.91304348,82.69230769,7.09E-07
269,0.005491021,99.91304348,82.69230769,7.09E-07
270,0.005491021,99.91304348,82.69230769,7.01E-07
271,0.005491021,99.91304348,82.69230769,6.84E-07
272,0.005491021,99.91304348,82.69230769,8.47E-07
273,0.005491021,99.91304348,82.69230769,6.40E-07
274,0.005491021,99.91304348,82.69230769,6.24E-07
275,0.005491021,99.91304348,82.69230769,6.20E-07
276,0.005491021,99.91304348,82.57918552,6.11E-07
277,0.005491021,99.91304348,82.57918552,6.07E-07
278,0.005491021,99.91304348,82.57918552,6.07E-07
279,0.005491021,99.91304348,82.57918552,6.91E-07
280,0.005491021,99.91304348,82.57918552,5.79E-07
281,0.005491021,99.91304348,82.57918552,5.71E-07
282,0.005491021,99.91304348,82.57918552,5.67E-07
283,0.005491021,99.91304348,82.69230769,5.59E-07
284,0.005491021,99.91304348,82.69230769,5.51E-07
285,0.005491021,99.91304348,82.69230769,5.43E-07
286,0.005491021,99.91304348,82.63574661,5.39E-07
287,0.005491021,99.91304348,82.69230769,5.22E-07
288,0.005491021,99.91304348,82.69230769,5.14E-07
289,0.005491021,99.91304348,82.69230769,5.06E-07
290,0.005491021,99.91304348,82.69230769,4.98E-07
291,0.005491021,99.91304348,82.69230769,4.86E-07
292,0.005491021,99.91304348,82.69230769,4.70E-07
293,0.005491021,99.91304348,82.57918552,4.62E-07
294,0.005491021,99.91304348,82.57918552,4.62E-07
295,0.005491021,99.91304348,82.57918552,4.54E-07
296,0.005491021,99.91304348,82.57918552,4.45E-07
297,0.005491021,99.91304348,82.57918552,4.37E-07
298,0.005491021,99.91304348,82.57918552,4.29E-07
299,0.005491021,99.91304348,82.57918552,4.17E-07
300,0.005491021,99.91304348,82.57918552,4.09E-07
301,0.005491021,99.91304348,82.57918552,4.01E-07
302,0.005491021,99.91304348,82.57918552,4.01E-07
303,0.005491021,99.91304348,82.57918552,4.01E-07
304,0.005491021,99.91304348,82.57918552,3.93E-07
305,0.005491021,99.91304348,82.57918552,3.89E-07
306,0.005491021,99.91304348,82.63574661,3.73E-07
307,0.005491021,99.91304348,82.63574661,3.64E-07
308,0.005491021,99.91304348,82.57918552,3.64E-07
309,0.005491021,99.91304348,82.57918552,3.56E-07
310,0.005491021,99.91304348,82.57918552,3.48E-07
311,0.005491021,99.91304348,82.57918552,3.48E-07
312,0.005491021,99.91304348,82.57918552,3.40E-07
313,0.005491021,99.91304348,82.57918552,3.36E-07
314,0.005491021,99.91304348,82.57918552,3.36E-07
315,0.005491021,99.91304348,82.57918552,3.28E-07
316,0.005491021,99.91304348,82.57918552,3.28E-07
317,0.005491021,99.91304348,82.57918552,3.20E-07
318,0.005491021,99.91304348,82.63574661,3.20E-07
319,0.005491021,99.91304348,82.63574661,3.20E-07
320,0.005491021,99.91304348,82.57918552,3.12E-07
321,0.005491021,99.91304348,82.57918552,3.04E-07
322,0.005491021,99.91304348,82.57918552,3.04E-07
323,0.005491021,99.91304348,82.57918552,2.92E-07
324,0.005491021,99.91304348,82.57918552,2.83E-07
325,0.005491021,99.91304348,82.57918552,2.83E-07
326,0.005491021,99.91304348,82.57918552,2.83E-07
327,0.005491021,99.91304348,82.57918552,2.75E-07
328,0.005491021,99.91304348,82.57918552,2.75E-07
329,0.005491021,99.91304348,82.63574661,2.75E-07
330,0.005491021,99.91304348,82.69230769,2.75E-07
331,0.005491021,99.91304348,82.57918552,2.67E-07
332,0.005491021,99.91304348,82.57918552,2.67E-07
333,0.005491021,99.91304348,82.57918552,2.67E-07
334,0.005491021,99.91304348,82.57918552,2.55E-07
335,0.005491021,99.91304348,82.57918552,2.55E-07
336,0.005491021,99.91304348,82.57918552,2.55E-07
337,0.005491021,99.91304348,82.63574661,2.47E-07
338,0.005491021,99.91304348,82.63574661,2.31E-07
339,0.005491021,99.91304348,82.69230769,2.31E-07
340,0.005491021,99.91304348,82.69230769,2.31E-07
341,0.005491021,99.91304348,82.69230769,2.31E-07
342,0.005491021,99.91304348,82.69230769,2.31E-07
343,0.005491021,99.91304348,82.57918552,2.31E-07
344,0.005491021,99.91304348,82.57918552,2.23E-07
345,0.005491021,99.91304348,82.57918552,2.23E-07
346,0.005491021,99.91304348,82.57918552,2.23E-07
347,0.005491021,99.91304348,82.63574661,2.15E-07
348,0.005491021,99.91304348,82.63574661,2.02E-07
349,0.005491021,99.91304348,82.69230769,2.02E-07
350,0.005491021,99.91304348,82.69230769,2.02E-07
351,0.005491021,99.91304348,82.69230769,2.02E-07
352,0.005491021,99.91304348,82.69230769,2.02E-07
353,0.005491021,99.91304348,82.63574661,1.94E-07
354,0.005491021,99.91304348,82.63574661,1.86E-07
355,0.005491021,99.91304348,82.63574661,1.78E-07
356,0.005491021,99.91304348,82.63574661,1.78E-07
357,0.005491021,99.91304348,82.63574661,1.78E-07
358,0.005491021,99.91304348,82.69230769,1.78E-07
359,0.005491021,99.91304348,82.69230769,1.70E-07
360,0.005491021,99.91304348,82.69230769,1.70E-07
361,0.005491021,99.91304348,82.69230769,2.66E-07
362,0.005491021,99.91304348,82.69230769,1.70E-07
363,0.005491021,99.91304348,82.69230769,1.66E-07
364,0.005491021,99.91304348,82.63574661,1.70E-07
365,0.005491021,99.91304348,82.63574661,1.62E-07
366,0.005491021,99.91304348,82.63574661,1.58E-07
367,0.005491021,99.91304348,82.63574661,1.58E-07
368,0.005491021,99.91304348,82.69230769,1.58E-07
369,0.005491021,99.91304348,82.69230769,1.58E-07
370,0.005491021,99.91304348,82.69230769,1.58E-07
371,0.005491021,99.91304348,82.69230769,1.50E-07
372,0.005491021,99.91304348,82.69230769,1.50E-07
373,0.005491021,99.91304348,82.69230769,1.50E-07
374,0.005491021,99.91304348,82.63574661,1.42E-07
375,0.005491021,99.91304348,82.63574661,1.42E-07
376,0.005491021,99.91304348,82.63574661,1.42E-07
377,0.005491021,99.91304348,82.63574661,1.42E-07
378,0.005491021,99.91304348,82.63574661,1.42E-07
379,0.005491021,99.91304348,82.69230769,1.34E-07
380,0.005491021,99.91304348,82.69230769,1.34E-07
381,0.005491021,99.91304348,82.69230769,1.34E-07
382,0.005491021,99.91304348,82.69230769,1.34E-07
383,0.005491021,99.91304348,82.69230769,1.34E-07
384,0.005491021,99.91304348,82.69230769,1.34E-07
385,0.005491021,99.91304348,82.63574661,1.34E-07
386,0.005491021,99.91304348,82.63574661,1.34E-07
387,0.005491021,99.91304348,82.69230769,1.26E-07
388,0.005491021,99.91304348,82.69230769,1.26E-07
389,0.005491021,99.91304348,82.69230769,1.26E-07
390,0.005491021,99.91304348,82.69230769,1.21E-07
391,0.005491021,99.91304348,82.69230769,1.21E-07
392,0.005491021,99.91304348,82.69230769,1.21E-07
393,0.005491021,99.91304348,82.69230769,1.21E-07
394,0.005491021,99.91304348,82.63574661,1.21E-07
395,0.005491021,99.91304348,82.63574661,1.21E-07
396,0.005491021,99.91304348,82.69230769,1.21E-07
397,0.005491021,99.91304348,82.69230769,1.21E-07
398,0.005491021,99.91304348,82.69230769,1.05E-07
399,0.005491021,99.91304348,82.69230769,1.05E-07
400,0.005491021,99.91304348,82.69230769,9.72E-08
401,0.005491021,99.91304348,82.69230769,9.72E-08
402,0.005491021,99.91304348,82.69230769,9.72E-08
403,0.005491021,99.91304348,82.69230769,9.72E-08
404,0.005491021,99.91304348,82.69230769,9.72E-08
405,0.005491021,99.91304348,82.69230769,9.72E-08
406,0.005491021,99.91304348,82.69230769,9.72E-08
407,0.005491021,99.91304348,82.69230769,9.72E-08
408,0.005491021,99.91304348,82.69230769,9.72E-08
409,0.005491021,99.91304348,82.69230769,9.72E-08
410,0.005491021,99.91304348,82.69230769,8.91E-08
411,0.005491021,99.91304348,82.69230769,8.91E-08
412,0.005491021,99.91304348,82.69230769,8.91E-08
413,0.005491021,99.91304348,82.69230769,8.91E-08
414,0.005491021,99.91304348,82.69230769,8.91E-08
415,0.005491021,99.91304348,82.69230769,8.91E-08
416,0.005491021,99.91304348,82.69230769,8.91E-08
417,0.005491021,99.91304348,82.69230769,8.91E-08
418,0.005491021,99.91304348,82.69230769,8.91E-08
419,0.005491021,99.91304348,82.69230769,8.91E-08
420,0.005491021,99.91304348,82.69230769,8.91E-08
421,0.005491021,99.91304348,82.69230769,8.91E-08
422,0.005491021,99.91304348,82.69230769,8.91E-08
423,0.005491021,99.91304348,82.69230769,8.91E-08
424,0.005491021,99.91304348,82.63574661,8.91E-08
425,0.005491021,99.91304348,82.63574661,8.10E-08
426,0.005491021,99.91304348,82.63574661,8.10E-08
427,0.005491021,99.91304348,82.63574661,8.10E-08
428,0.005491021,99.91304348,82.63574661,7.29E-08
429,0.005491021,99.13043478,82.69230769,1.60E-07
430,0.005491021,100,82.63574661,6.88E-08
431,0.005491021,100,82.63574661,6.07E-08
432,0.005491021,100,82.63574661,6.07E-08
433,0.005491021,100,82.63574661,6.07E-08
434,0.005491021,100,82.63574661,6.07E-08
435,0.005491021,100,82.63574661,6.07E-08
436,0.005491021,100,82.63574661,6.07E-08
437,0.005491021,100,82.63574661,6.07E-08
438,0.005491021,100,82.63574661,6.07E-08
439,0.005491021,100,82.63574661,6.07E-08
440,0.005491021,100,82.63574661,5.26E-08
441,0.005491021,100,82.63574661,5.26E-08
442,0.005491021,100,82.63574661,5.26E-08
443,0.005491021,100,82.63574661,5.26E-08
444,0.005491021,100,82.63574661,5.26E-08
445,0.005491021,100,82.63574661,5.26E-08
446,0.005491021,100,82.63574661,4.45E-08
447,0.005491021,100,82.63574661,4.45E-08
448,0.005491021,100,82.63574661,4.45E-08
449,0.005491021,100,82.63574661,4.45E-08
450,0.005491021,100,82.63574661,4.45E-08
