epoch,learningRate,trainAcc,testAcc,loss
224,0.005491021,97.26086957,83.59728507,1.30E-05
225,0.005491021,96.43478261,83.59728507,1.41E-05
226,0.005491021,97.39130435,83.59728507,1.25E-05
227,0.005491021,97.30434783,83.59728507,1.22E-05
228,0.005491021,97.30434783,83.59728507,1.20E-05
229,0.005491021,97.2173913,83.59728507,1.25E-05
230,0.005491021,97.2173913,83.59728507,1.17E-05
231,0.005491021,97.39130435,83.59728507,1.14E-05
232,0.005491021,97.30434783,83.59728507,1.12E-05
233,0.005491021,97.34782609,83.59728507,1.35E-05
234,0.005491021,97.26086957,83.59728507,1.08E-05
235,0.005491021,97.30434783,83.59728507,1.06E-05
236,0.005491021,97.39130435,83.59728507,1.04E-05
237,0.005491021,97.47826087,83.59728507,1.02E-05
238,0.005491021,97.43478261,83.59728507,1.00E-05
239,0.005491021,97.56521739,83.59728507,9.89E-06
240,0.005491021,97.47826087,83.59728507,9.73E-06
241,0.005491021,97.43478261,83.59728507,9.54E-06
242,0.005491021,97.47826087,83.59728507,9.41E-06
243,0.005491021,97.43478261,83.59728507,9.24E-06
244,0.005491021,97.43478261,83.59728507,9.11E-06
245,0.005491021,97.47826087,83.59728507,9.02E-06
246,0.005491021,97.52173913,83.59728507,8.78E-06
247,0.005491021,97.56521739,83.59728507,8.63E-06
248,0.005491021,97.60869565,83.59728507,8.50E-06
249,0.005491021,97.56521739,83.59728507,8.39E-06
250,0.005491021,97.52173913,83.59728507,8.32E-06
251,0.005491021,97.43478261,83.59728507,8.11E-06
252,0.005491021,97.43478261,83.59728507,7.95E-06
253,0.005491021,97.43478261,83.59728507,7.90E-06
254,0.005491021,97.56521739,83.59728507,7.75E-06
255,0.005491021,97.47826087,83.59728507,7.59E-06
256,0.005491021,97.52173913,83.59728507,7.45E-06
257,0.005491021,97.52173913,83.59728507,7.38E-06
258,0.005491021,97.47826087,83.59728507,7.26E-06
259,0.005491021,97.43478261,83.59728507,7.11E-06
260,0.005491021,97.56521739,83.59728507,7.04E-06
261,0.005491021,96.73913043,83.59728507,9.55E-06
262,0.005491021,97.73913043,83.54072398,6.91E-06
263,0.005491021,97.73913043,83.54072398,6.70E-06
264,0.005491021,96.91304348,83.54072398,6.79E-06
265,0.005491021,97.69565217,83.54072398,6.43E-06
266,0.005491021,97.65217391,83.54072398,6.30E-06
267,0.005491021,97.56521739,83.54072398,6.21E-06
268,0.005491021,97.65217391,83.54072398,6.11E-06
269,0.005491021,97.69565217,83.54072398,5.99E-06
270,0.005491021,96.86956522,83.54072398,6.23E-06
271,0.005491021,97.60869565,83.54072398,6.06E-06
272,0.005491021,96.7826087,83.54072398,6.41E-06
273,0.005491021,97.7826087,83.54072398,5.58E-06
274,0.005491021,97.86956522,83.54072398,5.48E-06
275,0.005491021,97.91304348,83.54072398,5.42E-06
276,0.005491021,97.7826087,83.54072398,5.35E-06
277,0.005491021,97.7826087,83.54072398,5.26E-06
278,0.005491021,97.82608696,83.54072398,5.14E-06
279,0.005491021,97.7826087,83.54072398,5.09E-06
280,0.005491021,97.7826087,83.54072398,5.00E-06
281,0.005491021,97.82608696,83.54072398,4.98E-06
282,0.005491021,97.86956522,83.54072398,4.86E-06
283,0.005491021,97.7826087,83.4841629,4.76E-06
284,0.005491021,97.7826087,83.54072398,4.73E-06
285,0.005491021,97.91304348,83.4841629,4.61E-06
286,0.005491021,97.91304348,83.4841629,4.57E-06
287,0.005491021,97.17391304,83.4841629,6.63E-06
288,0.005491021,97.69565217,83.54072398,4.36E-06
289,0.005491021,97.7826087,83.54072398,4.38E-06
290,0.005491021,97.86956522,83.4841629,4.28E-06
291,0.005491021,97.7826087,83.4841629,4.17E-06
292,0.005491021,97.86956522,83.4841629,4.16E-06
293,0.005491021,97.82608696,83.4841629,4.07E-06
294,0.005491021,97.04347826,83.4841629,4.23E-06
295,0.005491021,97.86956522,83.54072398,3.98E-06
296,0.005491021,97.86956522,83.4841629,3.91E-06
297,0.005491021,97.82608696,83.4841629,3.83E-06
298,0.005491021,97.86956522,83.4841629,3.75E-06
299,0.005491021,97.95652174,83.4841629,3.70E-06
300,0.005491021,97.91304348,83.4841629,3.64E-06
301,0.005491021,97.91304348,83.4841629,3.61E-06
302,0.005491021,97.86956522,83.42760181,3.60E-06
303,0.005491021,97.86956522,83.4841629,3.47E-06
304,0.005491021,97.82608696,83.4841629,3.39E-06
305,0.005491021,97.91304348,83.4841629,3.33E-06
306,0.005491021,97.91304348,83.42760181,3.32E-06
307,0.005491021,97.82608696,83.42760181,3.23E-06
308,0.005491021,97.95652174,83.42760181,3.19E-06
309,0.005491021,97.86956522,83.42760181,3.19E-06
310,0.005491021,98.04347826,83.42760181,3.11E-06
311,0.005491021,97.95652174,83.4841629,3.07E-06
312,0.005491021,98,83.42760181,3.02E-06
313,0.005491021,97.95652174,83.42760181,2.98E-06
314,0.005491021,98,83.42760181,2.94E-06
315,0.005491021,97.91304348,83.4841629,2.91E-06
316,0.005491021,97.95652174,83.42760181,2.83E-06
317,0.005491021,98,83.4841629,2.86E-06
318,0.005491021,97.91304348,83.4841629,2.75E-06
319,0.005491021,97.86956522,83.4841629,2.73E-06
320,0.005491021,97.17391304,83.54072398,2.78E-06
321,0.005491021,97.86956522,83.4841629,2.74E-06
322,0.005491021,97.86956522,83.42760181,2.59E-06
323,0.005491021,98,83.4841629,2.55E-06
324,0.005491021,97.95652174,83.54072398,2.52E-06
325,0.005491021,97.95652174,83.54072398,2.49E-06
326,0.005491021,98.04347826,83.4841629,2.45E-06
327,0.005491021,97.95652174,83.4841629,2.43E-06
328,0.005491021,98,83.4841629,2.35E-06
329,0.005491021,98.08695652,83.4841629,2.32E-06
330,0.005491021,97.26086957,83.4841629,5.39E-06
331,0.005491021,98.2173913,83.54072398,2.40E-06
332,0.005491021,98.39130435,83.4841629,2.38E-06
333,0.005491021,98.34782609,83.4841629,2.24E-06
334,0.005491021,98.08695652,83.4841629,2.14E-06
335,0.005491021,98.04347826,83.4841629,2.11E-06
336,0.005491021,98.26086957,83.4841629,2.06E-06
337,0.005491021,98.2173913,83.4841629,2.07E-06
338,0.005491021,98.2173913,83.4841629,2.10E-06
339,0.005491021,98.13043478,83.54072398,2.00E-06
340,0.005491021,98.04347826,83.54072398,1.94E-06
341,0.005491021,98.13043478,83.4841629,1.92E-06
342,0.005491021,98.2173913,83.4841629,1.88E-06
343,0.005491021,97.43478261,83.54072398,6.02E-06
344,0.005491021,97.26086957,83.65384615,2.15E-06
345,0.005491021,98.13043478,83.59728507,1.85E-06
346,0.005491021,98.08695652,83.59728507,1.82E-06
347,0.005491021,98.08695652,83.4841629,1.72E-06
348,0.005491021,98.2173913,83.4841629,1.70E-06
349,0.005491021,98.26086957,83.4841629,1.66E-06
350,0.005491021,98.26086957,83.4841629,1.63E-06
351,0.005491021,98.34782609,83.4841629,1.60E-06
352,0.005491021,98.43478261,83.4841629,1.58E-06
353,0.005491021,98.30434783,83.4841629,2.51E-06
354,0.005491021,98.26086957,83.59728507,1.53E-06
355,0.005491021,98.13043478,83.59728507,1.56E-06
356,0.005491021,98.26086957,83.54072398,1.52E-06
357,0.005491021,98.39130435,83.4841629,1.49E-06
358,0.005491021,98.39130435,83.54072398,1.45E-06
359,0.005491021,98.34782609,83.4841629,1.43E-06
360,0.005491021,97.65217391,83.4841629,3.85E-06
361,0.005491021,98.30434783,83.65384615,1.48E-06
362,0.005491021,98.30434783,83.65384615,1.43E-06
363,0.005491021,98.26086957,83.4841629,1.34E-06
364,0.005491021,98.43478261,83.54072398,1.31E-06
365,0.005491021,98.47826087,83.54072398,1.29E-06
366,0.005491021,98.56521739,83.54072398,1.25E-06
367,0.005491021,98.43478261,83.4841629,1.26E-06
368,0.005491021,98.56521739,83.54072398,1.23E-06
369,0.005491021,98.43478261,83.4841629,1.58E-06
370,0.005491021,98.52173913,83.54072398,1.19E-06
371,0.005491021,98.47826087,83.54072398,1.17E-06
372,0.005491021,98.43478261,83.54072398,1.16E-06
373,0.005491021,98.47826087,83.4841629,1.13E-06
374,0.005491021,98.39130435,83.4841629,1.12E-06
375,0.005491021,98.52173913,83.54072398,1.11E-06
376,0.005491021,98.47826087,83.4841629,1.09E-06
377,0.005491021,98.69565217,83.4841629,1.07E-06
378,0.005491021,98.56521739,83.4841629,1.06E-06
379,0.005491021,98.65217391,83.4841629,1.04E-06
380,0.005491021,98.69565217,83.4841629,1.03E-06
381,0.005491021,98.56521739,83.4841629,1.02E-06
382,0.005491021,98.65217391,83.4841629,1.01E-06
383,0.005491021,98.65217391,83.4841629,9.96E-07
384,0.005491021,98.69565217,83.4841629,9.80E-07
385,0.005491021,97.82608696,83.4841629,1.39E-06
386,0.005491021,98.7826087,83.4841629,9.68E-07
387,0.005491021,98.73913043,83.4841629,1.05E-06
388,0.005491021,98.82608696,83.4841629,9.31E-07
389,0.005491021,98.7826087,83.4841629,9.27E-07
390,0.005491021,98.73913043,83.4841629,9.07E-07
391,0.005491021,98.65217391,83.4841629,9.03E-07
392,0.005491021,98.82608696,83.4841629,8.87E-07
393,0.005491021,98.7826087,83.4841629,8.71E-07
394,0.005491021,98.91304348,83.4841629,8.54E-07
395,0.005491021,98.91304348,83.4841629,8.34E-07
396,0.005491021,98.86956522,83.4841629,8.42E-07
397,0.005491021,98.82608696,83.4841629,8.10E-07
398,0.005491021,98.82608696,83.4841629,8.02E-07
399,0.005491021,98.86956522,83.4841629,8.02E-07
400,0.005491021,98.95652174,83.4841629,8.10E-07
401,0.005491021,99.08695652,83.4841629,7.65E-07
402,0.005491021,98.86956522,83.4841629,7.49E-07
403,0.005491021,99,83.4841629,7.49E-07
404,0.005491021,98.30434783,83.4841629,8.20E-07
405,0.005491021,99.17391304,83.4841629,7.09E-07
406,0.005491021,99.13043478,83.4841629,7.25E-07
407,0.005491021,99.17391304,83.4841629,6.84E-07
408,0.005491021,99.13043478,83.4841629,6.92E-07
409,0.005491021,99.08695652,83.4841629,6.84E-07
410,0.005491021,99.13043478,83.4841629,6.72E-07
411,0.005491021,99.08695652,83.4841629,6.64E-07
412,0.005491021,99.26086957,83.4841629,7.12E-07
413,0.005491021,99.17391304,83.4841629,6.40E-07
414,0.005491021,99.17391304,83.4841629,6.32E-07
415,0.005491021,99.26086957,83.4841629,6.20E-07
416,0.005491021,99.26086957,83.4841629,6.15E-07
417,0.005491021,99.17391304,83.4841629,6.03E-07
418,0.005491021,99.17391304,83.4841629,5.95E-07
419,0.005491021,99.17391304,83.4841629,5.87E-07
420,0.005491021,99.2173913,83.4841629,5.71E-07
421,0.005491021,99.17391304,83.4841629,5.71E-07
422,0.005491021,99.2173913,83.4841629,5.75E-07
423,0.005491021,99.26086957,83.4841629,5.63E-07
424,0.005491021,99.2173913,83.4841629,5.59E-07
425,0.005491021,99.17391304,83.4841629,7.42E-07
426,0.005491021,99.2173913,83.54072398,5.47E-07
427,0.005491021,99.2173913,83.54072398,5.39E-07
428,0.005491021,99.2173913,83.54072398,5.39E-07
429,0.005491021,99.2173913,83.54072398,5.82E-07
430,0.005491021,99.2173913,83.4841629,5.22E-07
431,0.005491021,99.2173913,83.4841629,6.58E-07
432,0.005491021,99.2173913,83.54072398,5.02E-07
433,0.005491021,99.2173913,83.54072398,4.94E-07
434,0.005491021,99.17391304,83.54072398,4.86E-07
435,0.005491021,99.26086957,83.54072398,4.86E-07
436,0.005491021,99.2173913,83.54072398,4.86E-07
437,0.005491021,99.17391304,83.54072398,4.74E-07
438,0.005491021,99.17391304,83.54072398,4.74E-07
439,0.005491021,98.34782609,83.4841629,5.65E-07
440,0.005491021,99.13043478,83.4841629,4.58E-07
441,0.005491021,99.17391304,83.4841629,4.58E-07
442,0.005491021,99.26086957,83.4841629,4.49E-07
443,0.005491021,99.17391304,83.54072398,4.33E-07
444,0.005491021,99.17391304,83.4841629,4.37E-07
445,0.005491021,99.17391304,83.4841629,4.29E-07
446,0.005491021,99.26086957,83.4841629,4.21E-07
447,0.005491021,99.34782609,83.4841629,4.13E-07
448,0.005491021,99.26086957,83.4841629,4.13E-07
449,0.005491021,99.26086957,83.54072398,4.13E-07
450,0.005491021,99.26086957,83.54072398,4.13E-07
451,0.005491021,99.26086957,83.54072398,4.01E-07
452,0.005491021,99.30434783,83.54072398,3.93E-07
453,0.005491021,99.34782609,83.4841629,3.81E-07
454,0.005491021,99.34782609,83.54072398,3.89E-07
455,0.005491021,99.34782609,83.54072398,3.77E-07
456,0.005491021,99.34782609,83.54072398,3.81E-07
457,0.005491021,99.30434783,83.54072398,4.04E-07
458,0.005491021,99.47826087,83.4841629,3.64E-07
459,0.005491021,99.39130435,83.4841629,3.40E-07
460,0.005491021,99.39130435,83.4841629,3.60E-07
461,0.005491021,99.43478261,83.54072398,3.36E-07
462,0.005491021,99.43478261,83.54072398,3.32E-07
463,0.005491021,99.43478261,83.54072398,4.07E-07
464,0.005491021,99.39130435,83.54072398,3.16E-07
465,0.005491021,99.43478261,83.54072398,3.16E-07
466,0.005491021,99.47826087,83.54072398,3.04E-07
467,0.005491021,99.39130435,83.54072398,3.04E-07
468,0.005491021,99.43478261,83.54072398,3.04E-07
469,0.005491021,99.39130435,83.54072398,3.00E-07
470,0.005491021,99.43478261,83.54072398,3.00E-07
471,0.005491021,99.43478261,83.4841629,2.96E-07
472,0.005491021,99.39130435,83.54072398,2.92E-07
473,0.005491021,99.43478261,83.4841629,2.79E-07
474,0.005491021,99.43478261,83.4841629,2.83E-07
475,0.005491021,99.47826087,83.4841629,2.83E-07
476,0.005491021,99.39130435,83.54072398,2.75E-07
477,0.005491021,99.39130435,83.54072398,2.79E-07
478,0.005491021,99.39130435,83.4841629,2.71E-07
479,0.005491021,99.39130435,83.54072398,2.59E-07
480,0.005491021,99.43478261,83.4841629,2.59E-07
481,0.005491021,98.65217391,83.54072398,7.37E-07
482,0.005491021,99.47826087,83.4841629,2.39E-07
483,0.005491021,99.47826087,83.4841629,2.55E-07
484,0.005491021,99.43478261,83.4841629,2.35E-07
485,0.005491021,99.47826087,83.4841629,2.31E-07
486,0.005491021,99.47826087,83.54072398,2.31E-07
487,0.005491021,99.47826087,83.54072398,2.31E-07
488,0.005491021,99.43478261,83.54072398,2.23E-07
489,0.005491021,99.39130435,83.54072398,2.23E-07
490,0.005491021,99.43478261,83.54072398,2.11E-07
491,0.005491021,99.39130435,83.54072398,2.07E-07
492,0.005491021,99.47826087,83.4841629,2.11E-07
493,0.005491021,99.43478261,83.4841629,2.02E-07
494,0.005491021,99.52173913,83.54072398,1.94E-07
495,0.005491021,99.56521739,83.54072398,4.73E-07
496,0.005491021,99.43478261,83.54072398,1.94E-07
497,0.005491021,99.39130435,83.54072398,1.94E-07
498,0.005491021,99.39130435,83.4841629,1.90E-07
499,0.005491021,99.39130435,83.54072398,1.86E-07
500,0.005491021,99.43478261,83.54072398,1.82E-07
501,0.005491021,99.60869565,83.4841629,1.70E-07
502,0.005491021,99.56521739,83.54072398,1.70E-07
503,0.005491021,99.56521739,83.4841629,1.70E-07
504,0.005491021,99.56521739,83.4841629,1.66E-07
505,0.005491021,99.65217391,83.42760181,1.62E-07
506,0.005491021,99.65217391,83.42760181,1.54E-07
507,0.005491021,99.65217391,83.42760181,1.54E-07
508,0.005491021,99.65217391,83.42760181,1.54E-07
509,0.005491021,99.65217391,83.42760181,1.54E-07
510,0.005491021,99.65217391,83.42760181,1.54E-07
511,0.005491021,99.65217391,83.42760181,1.54E-07
512,0.005491021,99.69565217,83.42760181,1.50E-07
513,0.005491021,99.65217391,83.42760181,1.50E-07
514,0.005491021,99.65217391,83.42760181,1.46E-07
515,0.005491021,99.65217391,83.42760181,1.46E-07
516,0.005491021,99.65217391,83.42760181,1.46E-07
517,0.005491021,99.69565217,83.42760181,1.46E-07
518,0.005491021,99.65217391,83.42760181,1.38E-07
519,0.005491021,99.69565217,83.42760181,1.38E-07
520,0.005491021,99.65217391,83.42760181,1.38E-07
521,0.005491021,99.69565217,83.42760181,1.34E-07
522,0.005491021,99.65217391,83.42760181,1.30E-07
523,0.005491021,99.65217391,83.42760181,1.30E-07
